,slice_file_name,fold,classID,class,augmentation,partition_id
0,100032-3-0-0.wav,5,3,dog_bark,original,13
1,100263-2-0-117.wav,5,2,children_playing,original,3
2,100263-2-0-121.wav,5,2,children_playing,original,16
3,100263-2-0-126.wav,5,2,children_playing,original,8
4,100263-2-0-137.wav,5,2,children_playing,original,6
5,100263-2-0-143.wav,5,2,children_playing,original,2
6,100263-2-0-161.wav,5,2,children_playing,original,16
7,100263-2-0-3.wav,5,2,children_playing,original,17
8,100263-2-0-36.wav,5,2,children_playing,original,19
9,100648-1-0-0.wav,10,1,car_horn,original,-1
10,100648-1-1-0.wav,10,1,car_horn,original,-1
11,100648-1-2-0.wav,10,1,car_horn,original,-1
12,100648-1-3-0.wav,10,1,car_horn,original,-1
13,100648-1-4-0.wav,10,1,car_horn,original,-1
14,100652-3-0-0.wav,2,3,dog_bark,original,1
15,100652-3-0-1.wav,2,3,dog_bark,original,12
16,100652-3-0-2.wav,2,3,dog_bark,original,13
17,100652-3-0-3.wav,2,3,dog_bark,original,16
18,100795-3-0-0.wav,10,3,dog_bark,original,-1
19,100795-3-1-0.wav,10,3,dog_bark,original,-1
20,100795-3-1-1.wav,10,3,dog_bark,original,-1
21,100795-3-1-2.wav,10,3,dog_bark,original,-1
22,100852-0-0-0.wav,5,0,air_conditioner,original,13
23,100852-0-0-1.wav,5,0,air_conditioner,original,13
24,100852-0-0-10.wav,5,0,air_conditioner,original,10
25,100852-0-0-11.wav,5,0,air_conditioner,original,15
26,100852-0-0-12.wav,5,0,air_conditioner,original,1
27,100852-0-0-13.wav,5,0,air_conditioner,original,6
28,100852-0-0-14.wav,5,0,air_conditioner,original,6
29,100852-0-0-15.wav,5,0,air_conditioner,original,13
30,100852-0-0-16.wav,5,0,air_conditioner,original,19
31,100852-0-0-17.wav,5,0,air_conditioner,original,6
32,100852-0-0-18.wav,5,0,air_conditioner,original,1
33,100852-0-0-19.wav,5,0,air_conditioner,original,6
34,100852-0-0-2.wav,5,0,air_conditioner,original,6
35,100852-0-0-20.wav,5,0,air_conditioner,original,15
36,100852-0-0-21.wav,5,0,air_conditioner,original,6
37,100852-0-0-22.wav,5,0,air_conditioner,original,6
38,100852-0-0-23.wav,5,0,air_conditioner,original,13
39,100852-0-0-24.wav,5,0,air_conditioner,original,3
40,100852-0-0-25.wav,5,0,air_conditioner,original,13
41,100852-0-0-26.wav,5,0,air_conditioner,original,19
42,100852-0-0-27.wav,5,0,air_conditioner,original,7
43,100852-0-0-28.wav,5,0,air_conditioner,original,13
44,100852-0-0-29.wav,5,0,air_conditioner,original,13
45,100852-0-0-3.wav,5,0,air_conditioner,original,12
46,100852-0-0-30.wav,5,0,air_conditioner,original,13
47,100852-0-0-4.wav,5,0,air_conditioner,original,6
48,100852-0-0-5.wav,5,0,air_conditioner,original,7
49,100852-0-0-6.wav,5,0,air_conditioner,original,13
50,100852-0-0-7.wav,5,0,air_conditioner,original,13
51,100852-0-0-8.wav,5,0,air_conditioner,original,5
52,100852-0-0-9.wav,5,0,air_conditioner,original,13
53,101281-3-0-0.wav,6,3,dog_bark,original,1
54,101281-3-0-14.wav,6,3,dog_bark,original,3
55,101281-3-0-5.wav,6,3,dog_bark,original,14
56,101382-2-0-10.wav,10,2,children_playing,original,-1
57,101382-2-0-12.wav,10,2,children_playing,original,-1
58,101382-2-0-20.wav,10,2,children_playing,original,-1
59,101382-2-0-21.wav,10,2,children_playing,original,-1
60,101382-2-0-29.wav,10,2,children_playing,original,-1
61,101382-2-0-33.wav,10,2,children_playing,original,-1
62,101382-2-0-42.wav,10,2,children_playing,original,-1
63,101382-2-0-45.wav,10,2,children_playing,original,-1
64,101415-3-0-2.wav,1,3,dog_bark,original,13
65,101415-3-0-3.wav,1,3,dog_bark,original,14
66,101415-3-0-8.wav,1,3,dog_bark,original,13
67,101729-0-0-1.wav,9,0,air_conditioner,original,13
68,101729-0-0-11.wav,9,0,air_conditioner,original,6
69,101729-0-0-12.wav,9,0,air_conditioner,original,2
70,101729-0-0-13.wav,9,0,air_conditioner,original,6
71,101729-0-0-14.wav,9,0,air_conditioner,original,10
72,101729-0-0-16.wav,9,0,air_conditioner,original,13
73,101729-0-0-17.wav,9,0,air_conditioner,original,14
74,101729-0-0-18.wav,9,0,air_conditioner,original,2
75,101729-0-0-19.wav,9,0,air_conditioner,original,12
76,101729-0-0-21.wav,9,0,air_conditioner,original,7
77,101729-0-0-22.wav,9,0,air_conditioner,original,15
78,101729-0-0-23.wav,9,0,air_conditioner,original,6
79,101729-0-0-24.wav,9,0,air_conditioner,original,1
80,101729-0-0-26.wav,9,0,air_conditioner,original,1
81,101729-0-0-28.wav,9,0,air_conditioner,original,3
82,101729-0-0-29.wav,9,0,air_conditioner,original,6
83,101729-0-0-3.wav,9,0,air_conditioner,original,13
84,101729-0-0-32.wav,9,0,air_conditioner,original,15
85,101729-0-0-33.wav,9,0,air_conditioner,original,9
86,101729-0-0-36.wav,9,0,air_conditioner,original,11
87,101729-0-0-37.wav,9,0,air_conditioner,original,5
88,101729-0-0-38.wav,9,0,air_conditioner,original,13
89,101729-0-0-39.wav,9,0,air_conditioner,original,11
90,101729-0-0-4.wav,9,0,air_conditioner,original,11
91,101729-0-0-40.wav,9,0,air_conditioner,original,1
92,101729-0-0-6.wav,9,0,air_conditioner,original,14
93,101729-0-0-9.wav,9,0,air_conditioner,original,12
94,101848-9-0-0.wav,7,9,street_music,original,10
95,101848-9-0-1.wav,7,9,street_music,original,9
96,101848-9-0-2.wav,7,9,street_music,original,15
97,101848-9-0-3.wav,7,9,street_music,original,15
98,101848-9-0-8.wav,7,9,street_music,original,16
99,101848-9-0-9.wav,7,9,street_music,original,10
100,102102-3-0-0.wav,4,3,dog_bark,original,13
101,102103-3-0-0.wav,10,3,dog_bark,original,-1
102,102103-3-1-0.wav,10,3,dog_bark,original,-1
103,102104-3-0-0.wav,2,3,dog_bark,original,1
104,102105-3-0-0.wav,3,3,dog_bark,original,3
105,102106-3-0-0.wav,1,3,dog_bark,original,1
106,102305-6-0-0.wav,1,6,gun_shot,original,12
107,102547-3-0-2.wav,5,3,dog_bark,original,15
108,102547-3-0-7.wav,5,3,dog_bark,original,1
109,102547-3-0-8.wav,5,3,dog_bark,original,13
110,102842-3-0-1.wav,1,3,dog_bark,original,16
111,102842-3-1-0.wav,1,3,dog_bark,original,13
112,102842-3-1-5.wav,1,3,dog_bark,original,1
113,102842-3-1-6.wav,1,3,dog_bark,original,13
114,102853-8-0-0.wav,7,8,siren,original,12
115,102853-8-0-1.wav,7,8,siren,original,11
116,102853-8-0-2.wav,7,8,siren,original,9
117,102853-8-0-3.wav,7,8,siren,original,16
118,102853-8-0-4.wav,7,8,siren,original,9
119,102853-8-0-5.wav,7,8,siren,original,11
120,102853-8-0-6.wav,7,8,siren,original,18
121,102853-8-1-0.wav,7,8,siren,original,13
122,102857-5-0-0.wav,10,5,engine_idling,original,-1
123,102857-5-0-1.wav,10,5,engine_idling,original,-1
124,102857-5-0-10.wav,10,5,engine_idling,original,-1
125,102857-5-0-11.wav,10,5,engine_idling,original,-1
126,102857-5-0-12.wav,10,5,engine_idling,original,-1
127,102857-5-0-13.wav,10,5,engine_idling,original,-1
128,102857-5-0-14.wav,10,5,engine_idling,original,-1
129,102857-5-0-15.wav,10,5,engine_idling,original,-1
130,102857-5-0-16.wav,10,5,engine_idling,original,-1
131,102857-5-0-17.wav,10,5,engine_idling,original,-1
132,102857-5-0-18.wav,10,5,engine_idling,original,-1
133,102857-5-0-19.wav,10,5,engine_idling,original,-1
134,102857-5-0-2.wav,10,5,engine_idling,original,-1
135,102857-5-0-20.wav,10,5,engine_idling,original,-1
136,102857-5-0-21.wav,10,5,engine_idling,original,-1
137,102857-5-0-22.wav,10,5,engine_idling,original,-1
138,102857-5-0-23.wav,10,5,engine_idling,original,-1
139,102857-5-0-24.wav,10,5,engine_idling,original,-1
140,102857-5-0-25.wav,10,5,engine_idling,original,-1
141,102857-5-0-26.wav,10,5,engine_idling,original,-1
142,102857-5-0-27.wav,10,5,engine_idling,original,-1
143,102857-5-0-28.wav,10,5,engine_idling,original,-1
144,102857-5-0-29.wav,10,5,engine_idling,original,-1
145,102857-5-0-3.wav,10,5,engine_idling,original,-1
146,102857-5-0-30.wav,10,5,engine_idling,original,-1
147,102857-5-0-4.wav,10,5,engine_idling,original,-1
148,102857-5-0-5.wav,10,5,engine_idling,original,-1
149,102857-5-0-6.wav,10,5,engine_idling,original,-1
150,102857-5-0-7.wav,10,5,engine_idling,original,-1
151,102857-5-0-8.wav,10,5,engine_idling,original,-1
152,102857-5-0-9.wav,10,5,engine_idling,original,-1
153,102858-5-0-0.wav,2,5,engine_idling,original,9
154,102858-5-0-1.wav,2,5,engine_idling,original,3
155,102871-8-0-0.wav,2,8,siren,original,9
156,102871-8-0-1.wav,2,8,siren,original,18
157,102871-8-0-10.wav,2,8,siren,original,2
158,102871-8-0-11.wav,2,8,siren,original,19
159,102871-8-0-12.wav,2,8,siren,original,9
160,102871-8-0-13.wav,2,8,siren,original,3
161,102871-8-0-14.wav,2,8,siren,original,13
162,102871-8-0-15.wav,2,8,siren,original,9
163,102871-8-0-2.wav,2,8,siren,original,9
164,102871-8-0-3.wav,2,8,siren,original,16
165,102871-8-0-4.wav,2,8,siren,original,9
166,102871-8-0-5.wav,2,8,siren,original,7
167,102871-8-0-6.wav,2,8,siren,original,16
168,102871-8-0-7.wav,2,8,siren,original,2
169,102871-8-0-8.wav,2,8,siren,original,1
170,102871-8-0-9.wav,2,8,siren,original,11
171,103074-7-0-0.wav,1,7,jackhammer,original,8
172,103074-7-0-1.wav,1,7,jackhammer,original,11
173,103074-7-0-2.wav,1,7,jackhammer,original,2
174,103074-7-1-0.wav,1,7,jackhammer,original,0
175,103074-7-1-1.wav,1,7,jackhammer,original,1
176,103074-7-1-2.wav,1,7,jackhammer,original,16
177,103074-7-1-3.wav,1,7,jackhammer,original,12
178,103074-7-1-4.wav,1,7,jackhammer,original,14
179,103074-7-1-5.wav,1,7,jackhammer,original,3
180,103074-7-1-6.wav,1,7,jackhammer,original,0
181,103074-7-2-0.wav,1,7,jackhammer,original,2
182,103074-7-3-0.wav,1,7,jackhammer,original,12
183,103074-7-3-1.wav,1,7,jackhammer,original,14
184,103074-7-3-2.wav,1,7,jackhammer,original,5
185,103074-7-3-3.wav,1,7,jackhammer,original,11
186,103074-7-4-0.wav,1,7,jackhammer,original,11
